Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Bos en Lommerplantsoen;23;G;1055 AA;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,100;€ 39;€ 1,100;Per maand;nee;6-6-2019;;;25-6-2019;25-6-2019;25-6-2019;;;;20;28;84;;;;;;;1;0;Appartement;;bovenwoning;;;;B;0.95;1-5-2025;Verhuurd;;direct;0;€ 1,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nicolaas Ruychaverstraat;120;;1067 NH;AMSTERDAM;Geldhof Makelaardij o.g. ;020-6765935;In verhuur genomen; € - ;; € - ;€ 1,154;€ 12;€ 1,100;Per maand;nee;26-6-2019;;;11-7-2019;10-7-2019;10-7-2019;;;;15;93;279;;;3;4;;;3;2;Appartement;;bovenwoning;;;;A;1.06;12-1-2025;Verhuurd;;in overleg;0;€ 1,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costakade;97;III;1053 WR;AMSTERDAM;Keij & Stefels b.v. ;020-5775333;In verhuur genomen; € - ;; € - ;€ 1,100;€ 28;€ 1,100;Per maand;nee;27-6-2019;;;12-7-2019;11-7-2019;11-7-2019;;;;15;40;112;;;;;;1890;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Nijenrodeweg;556;;1082 HS;AMSTERDAM;Bianca Combee Housing Service ;06-14514410;In verhuur genomen; € - ;; € - ;€ 1,100;€ 28;€ 1,100;Per maand;nee;18-7-2019;;;1-8-2019;30-7-2019;30-7-2019;1-8-2019;;;13;39;97;;;;;;1965;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Fregelaan;48;;1062 KL;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,110;€ 14;€ 1,110;Per maand;nee;6-6-2019;;;6-8-2019;6-8-2019;6-8-2019;6-8-2019;;;62;78;202;;4;;7;;1992;3;2;Appartement;;portiekwoning;;;;C;1.52;18-7-2022;Verhuurd;;per datum;0;€ 1,110;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
R.J.H. Fortuynstraat;129;;1019 WK;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,110;€ 13;€ 1,110;Per maand;nee;6-6-2019;;;17-7-2019;17-7-2019;17-7-2019;17-7-2019;;;42;84;209;;6;;;47;1998;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,110;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kraanspoor;7;G2;1033 SC;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,110;€ 16;€ 1,110;Per maand;nee;11-7-2019;;;12-8-2019;12-8-2019;12-8-2019;12-8-2019;;;33;71;185;;;;;;2018;3;2;Appartement;;maisonnette;;;;;;;Verhuurd;;per datum;0;€ 1,110;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hogewerf;90;;1082 NG;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,120;€ 16;€ 1,120;Per maand;nee;1-4-2019;;;5-7-2019;5-7-2019;5-7-2019;5-7-2019;;;96;71;185;;5;6;6;23;;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;1;€ 1,110;€ 1,120;6-6-2019;€ -10;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bos en Lommerplantsoen;111;P;1055 AA;AMSTERDAM;Zekerhuis Makelaars ;0229 275060;In verhuur genomen; € - ;; € - ;€ 1,150;€ 38;€ 1,120;Per maand;nee;29-5-2019;14-6-2019;;25-6-2019;24-6-2019;24-6-2019;;;;27;30;100;;;5;;;2012;1;1;Appartement;;bovenwoning;;;;A;0.91;1-5-2025;Verhuurd;;direct;0;€ 1,120;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Geervliet;42;;1082 NV;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,120;€ 15;€ 1,120;Per maand;nee;5-7-2019;;;26-7-2019;26-7-2019;26-7-2019;26-7-2019;;;22;73;189;;3;3;;;;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,120;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sumatrakade;829;;1019 PZ;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,130;€ 16;€ 1,130;Per maand;nee;9-5-2019;;;5-7-2019;5-7-2019;5-7-2019;5-7-2019;;;58;70;175;;2;4;4;17;1997;1;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,130;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Fregelaan;73;;1062 KL;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,150;€ 13;€ 1,135;Per maand;nee;9-4-2019;;;24-6-2019;24-6-2019;24-6-2019;24-6-2019;;;77;89;223;;;;7;45;1992;3;2;Appartement;;portiekwoning;;;;;;;Verhuurd;;per datum;0;€ 1,135;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Mary van der Sluisstraat;104;;1095 ME;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,139;€ 17;€ 1,139;Per maand;nee;20-5-2019;;;21-6-2019;21-6-2019;21-6-2019;21-6-2019;;;33;66;172;;;;;22;2017;2;1;Appartement;;beneden + bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,139;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Woustraat;37;E;1074 AB;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,145;€ 38;€ 1,145;Per maand;nee;19-8-2019;;;20-8-2019;20-8-2019;20-8-2019;20-8-2019;;;2;30;90;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,145;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Barbusselaan;31;;1102 TS;AMSTERDAM;Linger OG ;020-623 63 77;In verhuur genomen; € - ;; € - ;€ 1,150;€ 23;€ 1,150;Per maand;nee;24-4-2019;;;13-6-2019;13-6-2019;13-6-2019;;;;51;50;155;;;1;;;1984;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Emmy Andriessestraat;560;& PP107;1087 NE;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,150;€ 12;€ 1,150;Per maand;nee;27-5-2019;;;26-6-2019;26-6-2019;26-6-2019;26-6-2019;;;31;97;253;;6;;10;;2010;3;2;Appartement;;galerijflat;;;;;;;Verhuurd;;per datum;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
John Blankensteinstraat;139;D;1095 MB;AMSTERDAM;Linger OG ;020-623 63 77;In verhuur genomen; € - ;; € - ;€ 1,150;€ 32;€ 1,150;Per maand;nee;3-6-2019;;;16-7-2019;15-7-2019;15-7-2019;;;;43;36;108;;;;12;;2017;1;0;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Molukkenstraat;78;III;1094 BR;AMSTERDAM;Boomsma & Bruinsma Makelaars ;020-6733103;In verhuur genomen; € - ;; € - ;€ 1,150;€ 24;€ 1,150;Per maand;nee;23-6-2019;1-7-2019;;5-7-2019;4-7-2019;4-7-2019;;;;12;47;122;;;;3;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oude Looiersstraat;102;;1016 VK;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1,000;€ 33;€ 1,150;Per maand;nee;24-6-2019;;;26-6-2019;25-6-2019;25-6-2019;;;;2;30;90;;;;;;1906;1;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bijlmerdreef;808;;1103 DT;AMSTERDAM;Rebo Vastgoedmanagement B.V Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,150;€ 14;€ 1,150;Per maand;nee;17-7-2019;12-8-2019;;21-8-2019;21-8-2019;21-8-2019;1-9-2019;;;36;84;210;;;6;8;;1999;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Holy;32;;1083 JL;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,155;€ 15;€ 1,155;Per maand;nee;11-7-2019;;;25-7-2019;25-7-2019;25-7-2019;25-7-2019;;;15;75;195;;;;;25;;3;2;Appartement;;galerijflat;;;;;;;Verhuurd;;per datum;0;€ 1,155;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hestiastraat;60;;1076 DM;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,168;€ 7;€ 1,168;Per maand;nee;19-7-2019;1-8-2019;;19-7-2019;19-7-2019;19-7-2019;;;;1;171;445;;5;8;10;;2004;4;3;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;0;€ 1,168;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kees Broekmanstraat;67;;1095 MS;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,169;€ 19;€ 1,169;Per maand;nee;18-6-2019;1-8-2019;;23-7-2019;22-7-2019;22-7-2019;1-8-2019;;;35;63;164;;;6;6;23;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,169;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kramatweg;93;#NAME?;1095 KD;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,175;€ 20;€ 1,175;Per maand;nee;9-5-2019;;;22-5-2019;22-5-2019;22-5-2019;22-5-2019;;;14;60;156;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,175;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Hogguerstraat;793;A;1064 EB;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,175;€ 29;€ 1,175;Per maand;nee;22-5-2019;;;23-7-2019;23-7-2019;23-7-2019;23-7-2019;;;63;41;123;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,175;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Hogguerstraat;791;A;1064 EB;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,175;€ 29;€ 1,175;Per maand;nee;6-6-2019;;;3-7-2019;1-7-2019;1-7-2019;1-7-2019;;;26;41;123;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,175;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wittgensteinlaan;152;;1062 KD;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,185;€ 12;€ 1,185;Per maand;nee;2-5-2019;;;12-6-2019;12-6-2019;12-6-2019;12-6-2019;;;42;99;257;;;;;;1991;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,185;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Carnapstraat;32;;1062 KT;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,190;€ 16;€ 1,190;Per maand;nee;8-7-2019;;;19-8-2019;19-8-2019;19-8-2019;19-8-2019;;;43;73;190;;;;1;;2016;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,190;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Passeerdersstraat;74;#NAME?;1016 XP;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,192;€ 19;€ 1,192;Per maand;nee;15-3-2019;;;27-6-2019;27-6-2019;27-6-2019;27-6-2019;;;105;62;161;;5;;;17;;2;1;Appartement;;galerijflat;;;;A;0.97;28-10-2025;Verhuurd;;per datum;1;€ 1,157;€ 1,192;3-6-2019;€ -35;  ;;  ;  ;;  ;  ;;  ;  ;;  
Meer en Vaart;18;B + PP;1068 ZZ;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,199;€ 11;€ 1,199;Per maand;nee;10-5-2019;;;4-6-2019;4-6-2019;4-6-2019;;;;26;109;283;;;;5;35;2009;4;3;Appartement;;tussenverdieping;;;;B;;28-8-2023;Verhuurd;;direct;0;€ 1,199;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Liendenhof;75;;1108 HC;Amsterdam;Van 't Hof Rijnland Vastgoedmanagement ;079-3296666;In verhuur genomen; € - ;; € - ;€ 1,226;€ 13;€ 1,200;Per maand;nee;26-4-2019;;;13-8-2019;13-8-2019;13-8-2019;13-8-2019;;;110;91;235;;;6;;;1980;4;3;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;1;€ 1,300;€ 1,200;24-5-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Prins Hendrikkade;100;IL;1011 AH;AMSTERDAM;RIVER Makelaardij B.V. ;020-6794809;In verhuur genomen; € - ;; € - ;€ 1,200;€ 36;€ 1,200;Per maand;nee;30-4-2019;16-5-2019;;27-5-2019;24-5-2019;24-5-2019;;;;25;33;103;;;;;;;2;1;Appartement;;bovenwoning;;;;C;;11-4-2029;Verhuurd;;direct;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amerbos;435;;1025 ZJ;AMSTERDAM;Van Overbeek Amsterdam ;020-5209580;In verhuur genomen; € - ;; € - ;€ 1,200;€ 21;€ 1,200;Per maand;nee;17-5-2019;;;7-6-2019;7-6-2019;7-6-2019;;;;22;58;186;;;4;5;;1969;2;1;Appartement;;galerijflat;;;;;;;Verhuurd;;in overleg;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rustenburgerdwarsstraat;4;-2;1074 JJ;Amsterdam;Fris Vastgoed Management ;020-3017730;In verhuur genomen; € - ;; € - ;€ 1,200;€ 24;€ 1,200;Per maand;nee;22-5-2019;;;6-6-2019;6-6-2019;6-6-2019;;;;16;50;135;;;;;;1900;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Herengracht;90;#NAME?;1015 BS;AMSTERDAM;Another Home Abroad BV ;020-7880434;In verhuur genomen; € - ;; € - ;€ 1,200;€ 48;€ 1,200;Per maand;nee;18-6-2019;;;13-7-2019;11-7-2019;11-7-2019;;;;24;25;105;;;;;;;1;0;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Heemskerckstraat;30;;1013 PA;AMSTERDAM;Broekman Makelaars ;072-5625544;In verhuur genomen; € - ;; € - ;€ 1,200;€ 32;€ 1,200;Per maand;ja;4-7-2019;;;30-7-2019;30-7-2019;30-7-2019;1-8-2019;;;27;38;100;;;5;;;1879;1;0;Appartement;;portiekflat;;;;D;;29-3-2027;Verhuurd;;per datum;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hooivletstraat;76;BG;1086 VH;AMSTERDAM;Van de Steege Makelaarsgroep ;020-4357040;In verhuur genomen; € - ;; € - ;€ 1,200;€ 27;€ 1,200;Per maand;nee;5-7-2019;8-8-2019;;14-8-2019;14-8-2019;14-8-2019;;;;41;44;114;;1;;6;;2019;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede van Swindenstraat;7;E;1093 VE;AMSTERDAM;SUZ Makelaars ;582038134;In verhuur genomen; € - ;; € - ;€ 1,200;€ 30;€ 1,200;Per maand;nee;22-7-2019;25-7-2019;;27-7-2019;22-7-2019;22-7-2019;1-8-2019;;;1;40;160;;;;;;1988;1;0;Appartement;;galerijflat;;;;;;;Verhuurd;;per datum;0;€ 1,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Fred. Roeskestraat;90;A19;1076 ED;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,205;€ 18;€ 1,205;Per maand;nee;13-5-2019;;;28-5-2019;28-5-2019;28-5-2019;28-5-2019;;;16;67;174;;2;;6;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,205;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Passeerdersstraat;204;;1016 XP;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,214;€ 20;€ 1,214;Per maand;nee;6-3-2019;;;20-6-2019;20-6-2019;20-6-2019;20-6-2019;;;107;62;155;;;5;;26;;2;1;Appartement;;galerijflat;;;;A;;28-10-2025;Verhuurd;;per datum;1;€ 1,179;€ 1,214;23-4-2019;€ -35;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wim van Estlaan;29;;1061 MK;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,215;€ 16;€ 1,215;Per maand;nee;20-5-2019;;;16-7-2019;16-7-2019;16-7-2019;16-7-2019;;;58;77;200;;5;6;13;33;2016;2;1;Appartement;;tussenverdieping;;;;A;;22-10-2025;Verhuurd;;per datum;0;€ 1,215;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Molenwerf;8;D4;1014 AG;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,215;€ 20;€ 1,215;Per maand;nee;31-7-2019;;;9-8-2019;9-8-2019;9-8-2019;9-8-2019;;;10;62;161;;;6;7;;;2;1;Appartement;;portiekwoning;;;;;;;Verhuurd;;per datum;0;€ 1,215;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gelrestraat;71;;1079 MZ;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,225;€ 22;€ 1,225;Per maand;nee;23-5-2019;23-5-2019;;23-5-2019;23-5-2019;23-5-2019;23-5-2019;;;1;55;165;;;6;;;2015;2;0;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,225;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Hogguerstraat;789;B;1064 EB;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,225;€ 28;€ 1,225;Per maand;nee;31-5-2019;;;23-7-2019;22-7-2019;22-7-2019;22-7-2019;;;53;44;132;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,225;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hogewerf;70;;1082 NG;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,225;€ 17;€ 1,225;Per maand;nee;5-6-2019;;;17-7-2019;17-7-2019;17-7-2019;17-7-2019;;;43;71;184;;3;5;6;23;;2;1;Appartement;;portiekflat;;;;C;1.37;21-5-2022;Verhuurd;;per datum;0;€ 1,225;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vrouwengelukhof;140;;1061 BS;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,230;€ 18;€ 1,230;Per maand;nee;23-5-2019;;;20-6-2019;20-6-2019;20-6-2019;20-6-2019;;;29;69;179;;;;;;2019;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,230;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vrouwengelukhof;60;;1061 BS;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,230;€ 22;€ 1,230;Per maand;nee;23-5-2019;;;20-6-2019;20-6-2019;20-6-2019;20-6-2019;;;29;57;148;;;;;;2019;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,230;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Vrouwengelukhof;64;;1061 BS;Amsterdam;Wooove B.V. ;;In verhuur genomen; € - ;; € - ;€ 1,055;€ 20;€ 1,230;Per maand;nee;23-5-2019;;;20-6-2019;20-6-2019;20-6-2019;20-6-2019;;;29;52;135;;;;;;2019;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,230;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Goudsbloemdwarsstraat;2;B;1015 JW;AMSTERDAM;Your Home Makelaardij ;020-3706020;In verhuur genomen; € - ;; € - ;€ 1,230;€ 41;€ 1,230;Per maand;nee;16-7-2019;;;1-8-2019;29-7-2019;29-7-2019;12-8-2019;;;14;30;90;;;;;;;1;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,230;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
George Sliekerkade;16;;1087 KK;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,240;€ 14;€ 1,240;Per maand;nee;21-5-2019;;;24-6-2019;24-6-2019;24-6-2019;24-6-2019;;;35;91;228;;;;;;2007;3;2;Woonhuis;eengezinswoning;;tussenwoning;;;;;;Verhuurd;;per datum;0;€ 1,240;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Geervliet;68;;1082 NV;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,245;€ 17;€ 1,245;Per maand;nee;11-4-2019;;;18-6-2019;18-6-2019;18-6-2019;;;;69;73;189;;3;3;;;;3;2;Appartement;;portiekflat;;;;;;;Verhuurd;;per datum;1;€ 1,235;€ 1,245;17-6-2019;€ -10;  ;;  ;  ;;  ;  ;;  ;  ;;  
Krijn Taconiskade;376;;1087 HW;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,249;€ 14;€ 1,249;Per maand;nee;6-5-2019;;;4-6-2019;4-6-2019;4-6-2019;;;;30;88;228;;;;;28;2008;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,249;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Peelstraat;16;;1079 RN;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 1,250;€ 20;€ 1,250;Per maand;nee;6-4-2018;;;27-5-2019;27-5-2019;27-5-2019;;;;417;61;170;;;;6;;1991-;2;1;Appartement;;bovenwoning;;;;A;0.88;14-1-2026;Verhuurd;;in overleg;2;€ 1,800;€ 1,400;8-11-2018;€ 400;€ 1,250;13-2-2019;€ 150;  ;;  ;  ;;  ;  ;;  
Wijenburg;30;;1082 VV;AMSTERDAM;IB Makelaars ;020-214 20 35;In verhuur genomen; € - ;; € - ;€ 1,275;€ 32;€ 1,250;Per maand;nee;26-4-2019;16-5-2019;;21-6-2019;21-6-2019;21-6-2019;;;;57;40;110;;;;;16;1963;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Osdorpergracht;586;;1068 HV;AMSTERDAM;Residential Real Estate ;020-2044509;In verhuur genomen; € - ;; € - ;€ 1,250;€ 25;€ 1,250;Per maand;nee;29-4-2019;;;7-6-2019;7-6-2019;7-6-2019;5-6-2019;;;40;50;130;;;;;;2013;1;0;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;1;€ 1,350;€ 1,250;29-4-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Boeninlaan;370;;1102 TR;AMSTERDAM;Hollands Best Makelaars & Taxateurs ;020-6005205;In verhuur genomen; € - ;; € - ;€ 1,250;€ 29;€ 1,250;Per maand;nee;8-5-2019;14-6-2019;;15-6-2019;5-6-2019;5-6-2019;15-6-2019;;;29;43;130;;;;;;1985;2;1;Appartement;;bovenwoning;;;;C;;22-8-2026;Verhuurd;;direct;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sumatrakade;315;;1019 PL;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,250;€ 16;€ 1,250;Per maand;nee;13-5-2019;;;5-6-2019;5-6-2019;5-6-2019;;;;24;77;200;;;4;5;;1997;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bezaanjachtplein;97;;1034 CR;AMSTERDAM;Gijs Jansen Makelaars ;035-5334242;In verhuur genomen; € - ;; € - ;€ 1,250;€ 38;€ 1,250;Per maand;nee;13-5-2019;;;28-5-2019;27-5-2019;27-5-2019;27-5-2019;;;15;33;115;;;4;2;;2012;1;1;Appartement;;portiekflat;;;;A;;12-3-2028;Verhuurd;;in overleg;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Constantijn Huygensstraat;94;II;1054 BX;AMSTERDAM;Boomsma & Bruinsma Makelaars ;020-6733103;In verhuur genomen; € - ;; € - ;€ 1,250;€ 30;€ 1,250;Per maand;nee;13-5-2019;14-7-2019;;28-5-2019;27-5-2019;27-5-2019;14-6-2019;;;15;41;138;;;9;3;;;1;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
John Blankensteinstraat;127;C;1095 MB;AMSTERDAM;Linger OG ;020-623 63 77;In verhuur genomen; € - ;; € - ;€ 1,250;€ 25;€ 1,250;Per maand;nee;15-5-2019;3-6-2019;;11-6-2019;4-6-2019;4-6-2019;;;;21;50;150;;;;;;2017;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,250;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
